sdist,state,n_women,hygienic_rate,ctx_temp_hot3_mean,ctx_heat_days_12mo,ctx_Aridity_2015,ctx_v113,ctx_v116,ctx_v190,predicted_rate,raw_need_rank,adjusted_gap,adjusted_need_rank,underperforming,state_name,district_name
239,10,410,0.1988535363165526,32.45568168926182,60.67263262577556,22.22961746860507,26.470450027099247,27.9332648083627,2.2723742010226635,0.35716290999576567,104,-0.15830937367921308,140,True,bihar,jehanabad
352,20,374,0.19887675311366068,29.81573361443853,16.094529082361813,37.606340818948915,27.839505064220337,32.1786473487503,1.5851711781645323,0.3213627040915115,105,-0.12248595097785084,239,True,jharkhand,sahibganj
174,9,460,0.19918436460683173,32.855508996459406,6.236579264535478,13.902897764268166,25.03746118962603,31.43772264249069,2.0176222571869644,0.24496396659633876,106,-0.045779601989507035,474,True,uttar pradesh,kaushambi
169,9,570,0.1992522203807931,33.62934744973694,6.591927300458466,15.029175493291392,28.83213770433255,31.62789007848526,2.4466334099313256,0.2832534949550945,107,-0.0840012745743014,371,True,uttar pradesh,mahoba
442,23,378,0.19999895570670298,32.836393417824056,38.52490698579126,14.95048069247637,29.264699122424574,28.279635651707398,2.2835850116361027,0.32767357689896887,108,-0.12767462119226589,228,True,madhya pradesh,rajgarh
851,24,369,0.20120410885460466,32.54178851875261,51.71776016936571,7.4322435613779385,23.91081865035285,18.532667941746876,3.5379598929933063,0.3305245722955878,109,-0.12932046344098314,223,True,gujarat,botad
425,23,403,0.20214012128759962,33.37753100277935,39.28590192279759,16.662967192290722,24.74240904598928,23.291037490444822,2.464676783027386,0.3552710299318368,110,-0.15313090864423717,152,True,madhya pradesh,chhatarpur
137,9,614,0.20282539854443926,31.41797007318467,13.09606632438201,15.99024063831859,21.50827041532019,16.854240489811904,3.3608263309618347,0.37550322928373187,111,-0.1726778307392926,106,True,uttar pradesh,jyotiba phule nagar
194,9,614,0.20333542930327017,32.30251066925302,5.042483025423503,18.136889749274363,23.22729711400394,29.128223300230324,2.656825503885298,0.3792415980406784,112,-0.17590616873740825,102,True,uttar pradesh,jaunpur
463,23,259,0.20344756104871403,32.24988782837046,6.2546944190002165,17.96642500074224,23.6315700507554,25.42086283842273,1.9461793312165825,0.2769526211231481,113,-0.07350506007443408,401,True,madhya pradesh,singrauli
580,29,437,0.2035508378173409,30.666300507072638,48.725255719661384,9.334529239772849,24.49391052833005,26.36153494008903,2.592470107313953,0.5169285439439723,114,-0.31337770612663135,8,True,karnataka,yadgir
561,29,352,0.2041561243477716,28.930671417484778,61.96331724917991,9.021219645027731,25.475877668345795,24.219188248940483,2.778112478328584,0.44655554474117803,115,-0.24239942039340642,30,True,karnataka,gadag
6,1,444,0.20431027997772738,25.9479499794746,37.02595912908701,43.323922706178344,25.92947697199143,21.366400532171596,3.077322944019651,0.42227121401983153,116,-0.21796093404210415,45,True,jammu & kashmir,rajouri
488,24,284,0.2060260911403962,31.639259475776335,45.10182206102175,13.212189219640475,35.5019998298922,23.48817559286798,3.183830676199409,0.3157166406749001,117,-0.10969054953450388,275,True,gujarat,bharuch
556,29,370,0.20623136675149245,28.949589035778384,61.82330888223321,8.776134928228414,33.62881297012591,29.409016288551296,2.7828336254695585,0.49999155090770436,118,-0.2937601841562119,13,True,karnataka,bagalkot
163,9,468,0.20637816524005828,33.116891768376426,30.145278256565987,12.904694487418391,22.81302673258321,23.50733034965363,2.2707529263124946,0.28456656924944485,119,-0.07818840400938656,387,True,uttar pradesh,kanpur dehat
144,9,488,0.20661488494599656,33.010780459867725,34.561962117534144,12.727886456913893,23.9507234532641,20.479791465647498,2.9203538446376065,0.38745672460602004,120,-0.18084183966002348,96,True,uttar pradesh,mahamaya nagar
192,9,562,0.2072607611398836,31.892490510609083,7.034456861341551,21.405966944657102,23.71684557103028,24.841576823384408,2.726576726233002,0.3543082836316349,121,-0.14704752249175132,169,True,uttar pradesh,mau
810,18,283,0.20785480470557244,28.447583544933202,53.6994313436419,53.214345590482196,27.39823824038422,31.053856139294528,2.014881532594818,0.3796217622265101,122,-0.17176695752093768,109,True,assam,biswanath
202,9,484,0.2083165436026841,32.587073928946786,44.95903811305023,14.012645757454361,22.574759023875956,20.228774070800768,2.5898018086919534,0.24957310230194948,123,-0.041256558699265394,482,True,uttar pradesh,kanshiram nagar
193,9,493,0.20945524515456043,31.725651669017953,8.374835951294491,21.46239918340597,23.240569491837544,22.529148960502184,2.6300901064958873,0.3310560579024939,124,-0.1216008127479335,242,True,uttar pradesh,ballia
213,10,428,0.2102233938088699,29.10632316065424,54.450744725544794,35.56674200080546,30.285091370654698,32.21773361883688,1.447678865374043,0.2647793494554589,125,-0.054555955646588994,451,True,bihar,madhepura
154,9,485,0.21037690763363037,31.185676099372394,,18.987201876984415,25.800810421024682,31.51470351695362,1.9813990056509645,0.22237548323891632,126,-0.011998575605285944,552,True,uttar pradesh,sitapur
915,16,217,0.21124367659228874,27.69505497507614,80.56777229212693,68.84227823249132,24.394594881407105,19.21861974128897,1.9211441388691815,0.39735151936203317,127,-0.18610784276974443,90,True,tripura,khowai
490,24,283,0.21156127813440667,30.09444483208457,54.56879343406082,20.2342382873132,37.629288822256626,19.16976471412879,3.2340295511518673,0.5028676466384189,128,-0.2913063685040122,14,True,gujarat,navsari
15,1,419,0.21234140637760401,21.37136723569935,45.281776346802104,42.74277408219778,14.422479964657523,16.765106310912984,2.636164140584158,0.3653950901342193,129,-0.15305368375661527,153,True,jammu & kashmir,kulgam
216,10,450,0.2126204158024425,29.6187263501876,60.85655975575445,24.24416291354925,28.680389203506312,25.489048166878455,2.117715487367794,0.3438415017659094,130,-0.13122108596346688,215,True,bihar,muzaffarpur
304,18,363,0.2128901445223612,28.446554163932035,57.81194413608191,59.3035027619352,22.233916888413873,30.432763528355537,1.8748812702983277,0.31714981975413326,131,-0.10425967523177204,293,True,assam,morigaon
446,23,175,0.21408307574780253,32.50413601969754,27.43423425752369,19.945759772785525,21.517739727045985,18.593206132112048,2.57741833317473,0.3729038856239339,132,-0.15882080987613137,136,True,madhya pradesh,raisen
20,1,358,0.21473639058556065,24.471170925534693,42.78980288424445,41.86875556695983,23.73214092601427,20.97423018149539,2.5029497619061725,0.36764266982471794,133,-0.15290627923915728,155,True,jammu & kashmir,reasi
